Apartment ID	Bitrix Additional ID	Alma External ID	Alma Additional ID	Ext ID Match	Add ID Match	Has Add ID	Alma Name	Error
1516	1464	1516	1464	YES	YES	YES	Ap. 586. Lotus at Creek Beach Building 2, apt. 304	
1506	1448	1506	1448	YES	YES	YES	Ap. 554. Orchid Creek Beach, apt. 401	
1500	1442	1500	1442	YES	YES	YES	Ap. 575. Blue Bell Residence, apt. P2-03	
1470	1388	1470	1388	YES	YES	YES	Ap. 578. Stella Maris, apt. 1501	
1464	1384	1464	1384	YES	YES	YES	Ap. 426. Nobles, apt. 205	
1456	1374	1456	1374	YES	YES	YES	Ap. 559. Zada tower, apt. 1020	
1450	1366	1450	1366	YES	YES	YES	Ap. 514. CONCEPT 7 RESIDENCES, apt. 204	
1432	1348	1432	1348	YES	YES	YES	Ap. 557. Beach Isle, apt. 507	
1430	1346	1430	1346	YES	YES	YES	Ap. 561. Murjan 2, apt. 211	
1412	1322	1412	1322	YES	YES	YES	Ap. 544.  ZADA TOWER, apt. 203	
1410	1330	1410	1330	YES	YES	YES	AP. 550. Vera tower, apt. 518	
1390	1290	1390	1290	YES	YES	YES	Ap. 549. Sparkle Tower 2, apt. 1107	
1388	1288	1388	1288	YES	YES	YES	Ap. 548. BD Standpoint B, apt. 1208	
1382	1278	1382	1278	YES	YES	YES	Ap. 545. BLVD Central 2, apt. 1704	
1376	1276	1376	1276	YES	YES	YES	Ap. 542. Park Heights, apt. 302	
1372	1272	1372	1272	YES	YES	YES	Ap. 537. Al Waleed Paradise, apt. 503	
1356	1254	1356	1254	YES	YES	YES	Ap. 533. Azizi Berton, apt. 329	
1352	1250	1352	1250	YES	YES	YES	Ap. 534. Lake View, apt. 1716	
1350	1248	1350	1248	YES	YES	YES	Ap. 532. Binghatti Corner, apt. 506	
1346	1230	1346	1230	YES	YES	YES	Ap. 527. Damac Hills Carson B,  apt. 2012	
1328	1212	1328	1212	YES	YES	YES	Ap. 517. Concorde tower, apt. 1002	
1326	1210	1326	1210	YES	YES	YES	Ap. 515. Beach Vista Tower 1, apt. 701	
1294	1170	1294	1170	YES	YES	YES	Ap. 464. MBL Royal, apt. 204	
1292	1168	1292	1168	YES	YES	YES	Ap. 441. MBL Royal, apt. 1902	
1286	1162	1286	1162	YES	YES	YES	Ap. 491. MAG 214, apt. 1703	
1280	1158	1280	1158	YES	YES	YES	Ap. 495. The Residences at Marina Gate 1, apt. 4204	
1276	1154	1276	1154	YES	YES	YES	Ap. 494. Socio Tower 2, apt. 109	
1258	1134	1258	1134	YES	YES	YES	Ap. 489. ZADA tower, apt. 2520	
1256	1130	1256	1130	YES	YES	YES	Ap. 492. Collective 2.0 Tower A, apt. 711	
1252	1124	1252	1124	YES	YES	YES	Ap. 274. Azizi Riviera 48, apt. 425	
1248	1126	1248	1126	YES	YES	YES	Ap. 487. MAG218, apt.  1407	
1230	1102	1230	1102	YES	YES	YES	Ap. 469. Binghatti Corner, apt. 2404	
1212	1084	1212	1084	YES	YES	YES	Ap. 437. Azizi Riviera 48, apt. 804	
1186	1058	1186	1058	YES	YES	YES	Ap. 467. MeDoRe, apt. 1611	
1168	1044	1168	1044	YES	YES	YES	Ap. 475. Binghatti House, apt. 2403	
1160	1038	1160	1038	YES	YES	YES	Ap. 383. Binghatti Corner, apt. 2512	
1150	1030	1150	1030	YES	YES	YES	Ap. 442. Binghatti Corner, apt. 1808	
1142	1026	1142	1026	YES	YES	YES	Ap. 420. Boutique XII, apt. 502	
1140	1024	1140	1024	YES	YES	YES	Ap. 450. Luma22 - East Tower, apt. 205	
1108	994	1108	994	YES	YES	YES	Ap. 368. MJL Asayel 2, apt. 305	
1100	986	1100	986	YES	YES	YES	Ap. 408. Zumurud, apt. 213	
1086	980	1086	980	YES	YES	YES	Ap. 421. Park Island Bonaire, apt. 604	
1060	976	1060	976	YES	YES	YES	Ap. 418. Azizi Riviera 42, apt. 203	
1058	974	1058	974	YES	YES	YES	Ap. 401. MeDoRe, apt. 1508	
1050	970	1050	970	YES	YES	YES	Ap. 318. Oakley Square Residences B, apt. 019	
1046	966	1046	966	YES	YES	YES	Ap. 409. Binghatti Corner, apt. 421	
1036	958	1036	958	YES	YES	YES	Ap. 429. Al Waleed Paradise, apt. 203	
1024	950	1024	950	YES	YES	YES	Ap. 248. Binghatti Corner, apt. 1806	
988	928	988	928	YES	YES	YES	Ap. 391. Summer at Creek Beach Building 4, apt. 406	
974	914	974	914	YES	YES	YES	Ap. 396. Al Wasl One Residence 2, apt. 2503	
970	910	970	910	YES	YES	YES	Ap. 247. Binghatti Emerald, apt. 817	
968	908	968	908	YES	YES	YES	Ap. 310. Azizi Riviera 26, apt. 335	
966	906	966	906	YES	YES	YES	Ap. 312. La Vie, apt. 2204	
962	902	962	902	YES	YES	YES	Ap. 367. Aycon City Tower C, apt. 3026	
948	890	948	890	YES	YES	YES	Ap. 346. Binghatti Crest, apt. 1506	
946	888	946	888	YES	YES	YES	Ap. 332. Reva Residence, apt. 2008	
942	886	942	886	YES	YES	YES	Ap. 370. Azizi Berton, apt. 528	
930	880	930	880	YES	YES	YES	Ap. 349. Roy Mediterranean, apt. 528	
926	876	926	876	YES	YES	YES	Ap. 315. Me do re, apt. 1308	
918	868	918	868	YES	YES	YES	Ap. 358. Socio Tower 2, apt. 303	
916	866	916	866	YES	YES	YES	Ap. 369. The Residence at Marina Gate 2, apt. 3707	
904	860	904	860	YES	YES	YES	Ap. 340. Al Waleed Paradise , apt. 614	
900	856	900	856	YES	YES	YES	Ap. 350. Hamilton Residency, apt. 1106	
892	848	892	848	YES	YES	YES	Ap. 354. Asayel 3, apt. 306	
890	846	890	846	YES	YES	YES	Ap. 352. Liv Residence, apt. 1102	
888	844	888	844	YES	YES	YES	Ap. 327. Me Do Re, apt. 1202	
882	840	882	840	YES	YES	YES	Ap. 328. Palm View, apt. 2301	
874	836	874	836	YES	YES	YES	Ap. 324. Azizi Mina, apt. 420	
872	834	872	834	YES	YES	YES	Ap. 209. Azizi Riviera 45, apt. 209	
870	832	870	832	YES	YES	YES	Ap. 330. Lake Terrace, apt. 2013	
862	824	862	824	YES	YES	YES	Ap. 250. Goldcrest Views 2, apt. 411	
860	822	860	822	YES	YES	YES	Ap. 309. G R Travo B, apt. 207	
856	818	856	818	YES	YES	YES	Ap. 291. Elite Downtown residence, apt. 507	
854	816	854	816	YES	YES	YES	Ap. 305. Starz Tower 1, apt. 203	
852	814	852	814	YES	YES	YES	Ap. 316. Concorde Tower 1, apt. 3711	
850	812	850	812	YES	YES	YES	Ap. 314. Silverene Towers A, apt. 1202	
840	808	840	808	YES	YES	YES	Ap. 302. May Residence Tower 4, apt. 309	
838	806	838	806	YES	YES	YES	Ap. 317. Meera Tower, apt. 1009	
836	804	836	804	YES	YES	YES	Ap. 283. MeDoRe, apt. 408	
834	802	834	802	YES	YES	YES	Ap. 288. Park Point Building B, apt. 313	
832	800	832	800	YES	YES	YES	Ap. 289. Park Ridge Tower C, apt. 1601	
830	798	830	798	YES	YES	YES	Ap. 290. Park Ridge Tower C, apt. 10	
828	796	828	796	YES	YES	YES	Ap. 295. Park Ridge Tower C, apt. 403	
822	790	822	790	YES	YES	YES	Ap. 308. Azizi Berton, apt. 116	
820	788	820	788	YES	YES	YES	Ap. 294. Reva Residences, apt. 2618	
818	786	818	786	YES	YES	YES	Ap. 115. MeDoRe, apt. 1010	
814	782	814	782	YES	YES	YES	Ap. 293. The Sterling East House, apt. 217	
812	780	812	780	YES	YES	YES	Ap. 262. Azizi Riviera 36, apt. 105	
808	776	808	776	YES	YES	YES	Ap. 255. The V Tower, apt. 819	
798	764	798	764	YES	YES	YES	Ap. 243. Azizi Riviera 44, apt. 602	
796	762	796	762	YES	YES	YES	Ap. 297. Ahad Residences, apt. 1006	
794	760	794	760	YES	YES	YES	Ap. 298. Ahad Residences, apt. 1306	
778	744	778	744	YES	YES	YES	Ap. 292. Mayfair Residence, apt. 1005	
764	738	764	738	YES	YES	YES	Ap. 234. Zada Tower, apt. 2603	
762	734	762	734	YES	YES	YES	Ap. 285. Bayshore at Creek Beach Building 4, apt. 404	
740	718	740	718	YES	YES	YES	Ap. 284. MeDoRe, apt. 510	
732	710	732	710	YES	YES	YES	Ap. 281. Jumairah Bay Tower X1, apt. 209	
730	708	730	708	YES	YES	YES	Ap. 278. Lakeshore tower 1, apt. 807	
728	706	728	706	YES	YES	YES	Ap. 272. Sobha Hartland Waves, apt. 1706	
726	704	726	704	YES	YES	YES	Ap. 277. Concorde tower, apt. 401	
680	692	680	692	YES	YES	YES	Ap. 275. Azizi Riviera 42, apt. 501	
