External ID	Alma ID	Additional External ID	is_used	Name	Project	Has Additional ID
1666	15304	1634	true	Ap. 673. Collective 2.0 Tower B, apt. 1208	Dubai	YES
1652	15297	1618	true	Ap. 648. FIVE AT PALM JUMEIRAH  DUBAI, apt. 41009	Dubai	YES
1650	15296	1616	true	Ap. 644. Palm View, apt. 2303	Dubai	YES
1648	15295	1614	true	Ap. 649. THE 8, apt. 20206	Dubai	YES
1644	15292	1610	true	Ap. 670. Sobha Hartland Waves, apt. 1705	Dubai	YES
1640	15465	1606	true	Ap. 663. Elite Residence, apt. 1512	Dubai	YES
1632	15287	1592	true	Ap. 652. The Community, apt. 2303	Dubai	YES
1628	15285	1588	true	Ap. 653. The Community, apt. 2302	Dubai	YES
1626	15284	1586	true	Ap. 654. The Community, apt. 2003	Dubai	YES
1622	15282	1582	true	Ap. 656. The Paragon by IGO, apt. 409	Dubai	YES
1618	15350	1578	true	Ap. 661. THE RESIDENCE AT MARINA GATE 2, apt. 5208	Dubai	YES
1612	15273	1572	true	Ap. 658. THE POINT TOWER, apt. 201	Dubai	YES
1604	15446	1564	true	Ap. 629.  Sobha Creek Vistas Reserve, apt. B1210	Dubai	YES
1598	15249	1556	true	Ap. 616. One Za’abeel Tower 1, apt. 6003	Dubai	YES
1582	15198	1542	true	Ap. 621. Bloom Towers C, apt. C-0702	Dubai	YES
1572	15177	1532	true	Ap. 609. Central Park , apt. 321	Dubai	YES
1564	15171	1524	true	Ap. 612. Palm View, apt. 1702	Dubai	YES
1560	15165	1520	true	Ap. 607. Peninsula Five, apt. 1004	Dubai	YES
1554	15087	1514	true	Ap. 585. GoldCrest Executive, apt. 3017	Dubai	YES
1534	15175	1494	true	Ap. 589. MJL Jadeel 2, apt. 103	Dubai	YES
1522	15036	1478	true	Ap. 592. DEC Towers T1, apt. 1808	Dubai	YES
1510	15025	1452	true	Ap. 581. PALM VIEWS WEST, apt. 302	Dubai	YES
1502	15021	1444	true	Ap. 571. Me Do Re, apt. 310	Dubai	YES
1476	15009	1394	true	Ap. 580. Trident Grand Residence, apt. 1201	Dubai	YES
1474	15008	1390	true	Ap. 577. J One, apt. 1314A	Dubai	YES
1472	15007	1392	true	Ap. 579. Palace Beach Residence Tower 1, apt. 603	Dubai	YES
1468	15005	1386	true	Ap. 576. La Sirene Building 5, apt. 404	Dubai	YES
1452	14998	1370	true	Ap. 570. Lotus at Creek Beach Building 3, apt. 906	Dubai	YES
1434	14954	1352	true	Ap. 498. Elysee 3, apt. 220	Dubai	YES
1414	15425		true	Ap. 543.  ZADA TOWER, apt. 520	Dubai	NO
1408	14945	1320	true	Ap. 435. Sunrise Bay Tower 2, apt. 404	Dubai	YES
1374	9306	1274	true	Ap. 538. Marina Star, apt. S1101	Dubai	YES
1344	5557	1228	true	AP. 526. Ahad Residences, apt. 1409	Dubai	YES
1340	5554	1224	true	Ap. 508. Concept 7, apt. 704	Dubai	YES
1332	5542	1216	true	Ap. 519. Ocean Heights, apt. 3108	Dubai	YES
1318	5526	1202	true	Ap. 520. MBL Royal, apt. 1903	Dubai	YES
1312	5522	1194	true	Ap. 516. The Address Residences Dubai Opera T1, apt. 1109	Dubai	YES
1264	5469	1142	true	Ap. 500. Urban Oasis, apt. 1812 B	Dubai	YES
1246	5398	1120	true	Ap. 483. Luma 22, apt. 152	Dubai	YES
1240	5503	1112	true	Ap. 482. Time Place, apt. 2609	Dubai	YES
1238	5400	1110	true	Ap. 468. Mag 545, apt. 314	Dubai	YES
1228	4879	1100	true	Ap. 488. The Pinnacle, apt. 603	Dubai	YES
1206	4704	1078	true	Ap. 474. Marina Star, apt. S501	Dubai	YES
1204	5409	1076	true	Ap. 478. Sky Gardens, apt. 709	Dubai	YES
1192	5412	1064	true	Ap. 371. Aycon City Tower B, apt. 4001	Dubai	YES
1190	4700	1062	true	Ap. 456. Time Place, apt. 3107	Dubai	YES
1112	5529	998	true	Ap. 463. Jumairah Bay Tower X1,  ap. 2307	Dubai	YES
1104	2591	990	true	Ap. 425. Elite Downtown Residence, apt. 412	Dubai	YES
1102	2592	988	true	Ap. 423. Cayan Tower, apt. 4106	Dubai	YES
1098	1626	984	true	Ap. 422. Silverene Tower B, apt. 1411	Dubai	YES
1040	1643	962	true	Ap. 406. Socio Tower 1, apt. 1102	Dubai	YES
1034	1639	956	true	Ap. 402. Park Ridge Tower C, apt. 1716	Dubai	YES
986	1648	926	true	Ap. 341. Marina Quay East, apt. 710	Dubai	YES
972	1650	912	true	Ap. 394. Botanica Tower 1, apt. 1405	Dubai	YES
964	1676	904	true	Ap. 311. La Vie, apt. 2203	Dubai	YES
958	1664	900	true	Ap. 393. The Pinnacle, apt. 503	Dubai	YES
952	1665	894	true	Ap. 387. Azizi Shaista, apt. 1103	Dubai	YES
928	1673	878	true	Ap. 353. Azizi Shaista Residence, apt. 1010	Dubai	YES
924	1672	874	true	Ap. 357. Armada 1, apt. 711	Dubai	YES
914	1681	864	true	Ap. 339. Sulafa Tower, apt. 2014	Dubai	YES
898	1682	854	true	Ap. 344. Ocean Heights, apt. 11A09	Dubai	YES
868	1687	830	true	Ap. 323. Princess tower, apt. 1010	Dubai	YES
864	1705	826	true	Ap. 326. Jumeirah Living Marina Gate, apt. 2504	Dubai	YES
826	1713	794	true	Ap. 286. Sobha Creek Vistas Reserve, apt. 3110	Dubai	YES
742	1728	720	true	Ap. 270. Al Wasl One Residence 1, apt. 3105	Dubai	YES
736	1740	714	true	Ap. 269. Azizi Riviera 41, apt. 407	Dubai	YES
734	1743	712	true	Ap. 257. Damac Heights, apt. 903	Dubai	YES
630	1762	678	true	Ap. 258. Elite Residence, apt. 2009	Dubai	YES
620	1747	672	true	Ap. 271. Bay Central 2, apt. 707	Dubai	YES
592	1749	670	true	Ap. 256. Aykon City 2 Tower C, apt. 1809	Dubai	YES
590	1752	668	true	Ap. 251. Binghatti Nova, apt. 406	Dubai	YES
570	1766	656	true	Ap. 253. Prive Residence, apt. 1102	Dubai	YES
568	1756	654	true	Ap. 239. Binghatti Nova, apt. 610	Dubai	YES
550	1775	636	true	Ap. 241. Concorde tower 1, apt. 4102	Dubai	YES
526	1779	612	true	Ap. 229. Prive Residence, apt. 1203	Dubai	YES
480	1783	564	true	Ap. 220. Westwood by Imtiaz, apt. 610	Dubai	YES
436	1795	530	true	Ap. 213. Beach Vista Tower 2, apt. 702	Dubai	YES
434	1791	528	true	Ap. 212. Binghatti Crescent, apt. 516	Dubai	YES
